"ID","DISTRICT ID","FULL DISTRICT NAME","COUNTY NAME","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","PHONE","TOTAL NUMBER OF STUDENTS","TEACHERS - TOTAL","TOTAL CURRENT EXPENDITURES - INSTRUCTION","NUMBER OF SCHOOLS","INSTRUCTIONAL EXPENDITURES PER STUDENT","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","ENGLISH LANGUAGE LEARNER STUDENTS","SOURCE","SORT","DATA SOURCE IMPORT DATE","DISTRICT NAME","NCES SCHOOL ID","FULL SCHOOL NAME","SCHOOL NAME","CONVERTED","DATA_SOURCE__C","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","NCES_DISTRICT_ID__C","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","TEMPORARY DISTRICT NAME","STATUS"
"001VA000004BeYeYAK","1201950","Wakulla County School District","Wakulla County","69 Arran Rd","Crawfordville","FL","32327","(850) 926-0065","5190","312","22237000","15","4284","PK","12","8","23","188","520","4171","3","277","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201950","69 Arran Rd","Crawfordville","FL","32327","Wakulla County School District (FL - Wakulla County)","Item Created"
"001VA000004BeYfYAK","1201620","Putnam County School District","Putnam County","200 S 7Th St","Palatka","FL","32177","(386) 329-0538","11143","587","57225000","25","5135","PK","12","40","59","2020","2701","5861","10","452","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201620","200 S 7Th St","Palatka","FL","32177","Putnam County School District (FL - Putnam County)","Item Created"
"001VA000004BeYgYAK","1201530","Pasco County Schools","Pasco County","7227 Land O Lakes Blvd","Land O Lakes","FL","34638","(813) 794-2000","73682","4711","323492000","116","4390","PK","12","223","2028","16529","5419","45938","135","3410","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201530","7227 Land O Lakes Blvd","Land O Lakes","FL","34638","Pasco County Schools (FL - Pasco County)","Item Created"
"001VA000004BeYhYAK","1201170","Liberty County School District","Liberty County","12926 Nw County Road 12","Bristol","FL","32321","(850) 643-2275","1422","89","8185000","10","5755","PK","12","2","5","135","141","1112","2","25","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201170","12926 Nw County Road 12","Bristol","FL","32321","Liberty County School District (FL - Liberty County)","Item Created"
"001VA000004BeYiYAK","1200002","Florida Virtual School","Orange County","2145 Metrocenter Blvd Ste 200","Orlando","FL","32835","(407) 513-3313","6748","1677","592000","5","87","K","12","16","177","1639","604","3888","21","403","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1200002","2145 Metrocenter Blvd Ste 200","Orlando","FL","32835","Florida Virtual School (FL - Orange County)","Item Created"
"001VA000004BeYjYAK","1202015","Yonge Developmental Research School At The University Of Florida","Alachua County","1080 Sw 11Th St","Gainesville","FL","32601","(352) 392-1554","1153","67","592000","2","513","K","12","5","46","201","275","541","0","85","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1202015","1080 Sw 11Th St","Gainesville","FL","32601","Yonge Developmental Research School At The University Of Florida (FL - Alachua County)","Item Created"
"001VA000004BeYkYAK","1201440","Orange County Public Schools","Orange County","445 W Amelia St","Orlando","FL","32801","(407) 317-3200","203982","11386","956357000","264","4688","PK","12","473","9419","84011","51861","53317","658","4243","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201440","445 W Amelia St","Orlando","FL","32801","Orange County Public Schools (FL - Orange County)","Item Created"
"001VA000004BeYlYAK","1202014","Florida A&M University/Developmental Research School","Leon County","400 W Orange Ave","Tallahassee","FL","32307","(850) 599-3325","586","31","592000","2","1010","K","12","4","1","16","556","5","1","3","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1202014","400 W Orange Ave","Tallahassee","FL","32307","Florida A&M University/Developmental Research School (FL - Leon County)","Item Created"
"001VA000004BeYmYAK","5900090","Miccosukee Indian School","Miami-Dade County","U.s. Hwy 41, Mile Marker 70","Miami","FL","33144","(305)894-2364","254","48","16902125","1","66543","K","12","-1","-1","-1","-1","-1","-1","-1","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5900090","U.s. Hwy 41, Mile Marker 70","Miami","FL","33144","Miccosukee Indian School (FL - Miami-Dade County)","Item Created"
"001VA000004BeYnYAK","1200840","The School District Of Highlands County","Highlands County","426 School St","Sebring","FL","33870","(863) 471-5555","12414","637","61718000","23","4971","PK","12","41","216","4252","2122","5334","9","440","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1200840","426 School St","Sebring","FL","33870","The School District Of Highlands County (FL - Highlands County)","Item Created"
"001VA000004BeYoYAK","1200450","Dixie District Schools","Dixie County","16077 Ne Highway 19","Cross City","FL","32628","(352) 498-6131","2187","123","9669000","9","4421","PK","12","1","7","79","170","1850","1","79","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1200450","16077 Ne Highway 19","Cross City","FL","32628","Dixie District Schools (FL - Dixie County)","Item Created"
"001VA000004BeYpYAK","1201290","Martin County School District","Martin County","500 E Ocean Blvd","Stuart","FL","34994","(772) 219-1200","18971","1079","92965000","38","4900","PK","12","32","322","5664","1363","10988","16","586","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201290","500 E Ocean Blvd","Stuart","FL","34994","Martin County School District (FL - Martin County)","Item Created"
"001VA000004BeYqYAK","1200540","Flagler Schools","Flagler County","1769 E Moody Blvd Bldg 2","Bunnell","FL","32110","(386) 437-7526","13026","687","62578000","17","4804","PK","12","66","305","1816","1949","8047","9","834","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1200540","1769 E Moody Blvd Bldg 2","Bunnell","FL","32110","Flagler Schools (FL - Flagler County)","Item Created"
"001VA000004BeYrYAK","1201020","Lafayette District Schools","Lafayette County","363 Ne Crawford St","Mayo","FL","32066","(386) 294-4107","1216","72","5562000","7","4574","PK","12","0","1","249","85","842","0","39","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201020","363 Ne Crawford St","Mayo","FL","32066","Lafayette District Schools (FL - Lafayette County)","Item Created"
"001VA000004BeYsYAK","1200330","Collier County Public Schools","Collier County","5775 Osceola Trl","Naples","FL","34109","(239) 377-0212","46832","2847","270694000","71","5780","PK","12","240","663","23638","5470","15818","34","969","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1200330","5775 Osceola Trl","Naples","FL","34109","Collier County Public Schools (FL - Collier County)","Item Created"
"001VA000004BeYtYAK","1201800","Sumter County School District","Sumter County","2680 West County Road 476","Bushnell","FL","33513","(352) 793-2315","8649","533","47922000","14","5540","PK","12","25","185","1225","1149","5658","11","396","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201800","2680 West County Road 476","Bushnell","FL","33513","Sumter County School District (FL - Sumter County)","Item Created"
"001VA000004BeYuYAK","1201500","The School District Of Palm Beach County","Palm Beach County","3300 Forest Hill Blvd # C-316","West Palm Beach","FL","33406","(561) 434-8000","191786","11554","1110244000","282","5788","PK","12","1659","5872","65029","53775","59694","231","5526","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201500","3300 Forest Hill Blvd # C-316","West Palm Beach","FL","33406","The School District Of Palm Beach County (FL - Palm Beach County)","Item Created"
"001VA000004BeYvYAK","1201890","Union County School District","Union County","55 Sw 6Th St","Lake Butler","FL","32054","(386) 496-2045","2328","151","12242000","9","5258","PK","12","4","3","79","292","1858","2","90","Yes","Superintendent File","1","04.20.2023","","","","","","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1201890","55 Sw 6Th St","Lake Butler","FL","32054","Union County School District (FL - Union County)","Item Created"
