"ID","INDEX","SCHOOL ID","NCES SCHOOL ID","SCHOOL NAME","DISTRICT NAME","FULL SCHOOL NAME","DISTRICT ID","PHONE","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","WHETHER A CHARTER SCHOOL","TOTAL STUDENTS, ALL GRADES (INCLUDES AE)","COUNTY NAME","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","CLASSROOM TEACHERS","TITLE I ELIGIBLE SCHOOL","SOURCE","SORT","DATA SOURCE IMPORT DATE","ACCOUNT NAME","DATA SOURCE","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","STREET","CITY","STATE","POSTALCODE","DATA SOURCE ID","TEMPORARY NAME","STATUS"
"001VA000004IZmAYAW","12","10","1.20003E+11","","Alachua County Public Schools District","Abraham Lincoln Middle School","1200030","(352)955-6711","1001 Se 12Th St","Gainesville","FL","32641","6","8","No","723","Alachua County","6","125","28","355","174","4","31","38","TRUE","Public File","3","04.20.2023","Abraham Lincoln Middle School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1001 Se 12Th St","Gainesville","FL","32641","10","Abraham Lincoln Middle School","Item Created"
"001VA000004IZmBYAW","11","9","1.20003E+11","","Alachua County Public Schools District","Joseph Williams Elementary School","1200030","(352)955-6719","1245 Se 7Th Ave","Gainesville","FL","32641","K","5","No","565","Alachua County","1","52","16","413","62","0","21","42","TRUE","Public File","3","04.20.2023","Joseph Williams Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1245 Se 7Th Ave","Gainesville","FL","32641","9","Joseph Williams Elementary School","Item Created"
"001VA000004IZmCYAW","10","8","1.20003E+11","","Alachua County Public Schools District","W. A. Metcalfe Elementary School","1200030","(352)955-6713","1250 Ne 18Th Ave","Gainesville","FL","32609","K","5","No","300","Alachua County","1","2","5","265","22","1","4","26","TRUE","Public File","3","04.20.2023","W. A. Metcalfe Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1250 Ne 18Th Ave","Gainesville","FL","32609","8","W. A. Metcalfe Elementary School","Item Created"
"001VA000004IZmDYAW","9","7","1.20003E+11","","Alachua County Public Schools District","Littlewood Elementary School","1200030","(352)955-6712","812 Nw 34Th St","Gainesville","FL","32605","PK","5","No","699","Alachua County","0","31","95","227","287","1","58","50","TRUE","Public File","3","04.20.2023","Littlewood Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","812 Nw 34Th St","Gainesville","FL","32605","7","Littlewood Elementary School","Item Created"
"001VA000004IZmEYAW","8","6","1.20003E+11","","Alachua County Public Schools District","Sidney Lanier Center","1200030","(352)955-6841","312 Nw 16Th Ave","Gainesville","FL","32601","K","12","No","159","Alachua County","0","3","10","74","62","0","10","30","TRUE","Public File","3","04.20.2023","Sidney Lanier Center - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","312 Nw 16Th Ave","Gainesville","FL","32601","6","Sidney Lanier Center","Item Created"
"001VA000004IZmFYAW","17","15","1.20003E+11","","Alachua County Public Schools District","Archer Elementary School","1200030","(352)495-2111","14533 Sw 170Th St","Archer","FL","32618","PK","5","No","501","Alachua County","2","15","47","130","280","0","27","34","TRUE","Public File","3","04.20.2023","Archer Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","14533 Sw 170Th St","Archer","FL","32618","15","Archer Elementary School","Item Created"
"001VA000004IZmGYAW","6","4","1.20003E+11","","Alachua County Public Schools District","A.Quinn Jones Center","1200030","(352)955-6840","1108 Nw 7Th Ave","Gainesville","FL","32601","6","12","No","100","Alachua County","0","0","1","85","12","0","2","19","TRUE","Public File","3","04.20.2023","A.Quinn Jones Center - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1108 Nw 7Th Ave","Gainesville","FL","32601","4","A.Quinn Jones Center","Item Created"
"001VA000004IZmHYAW","7","5","1.20003E+11","","Alachua County Public Schools District","Lake Forest Elementary School","1200030","(352)955-6710","4401 Se 4Th Ave","Gainesville","FL","32641","PK","5","No","489","Alachua County","2","3","13","375","72","0","24","35","TRUE","Public File","3","04.20.2023","Lake Forest Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4401 Se 4Th Ave","Gainesville","FL","32641","5","Lake Forest Elementary School","Item Created"
"001VA000004IZmIYAW","26","26","1.20003E+11","","Alachua County Public Schools District","Marjorie Kinnan Rawlings Elementary School","1200030","(352)955-6715","3500 Ne 15Th St","Gainesville","FL","32609","1","5","No","345","Alachua County","0","0","13","315","3","0","14","31","TRUE","Public File","3","04.20.2023","Marjorie Kinnan Rawlings Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3500 Ne 15Th St","Gainesville","FL","32609","26","Marjorie Kinnan Rawlings Elementary School","Item Created"
"001VA000004IZmJYAW","28","28","1.20003E+11","","Alachua County Public Schools District","Eastside High School","1200030","(352)955-6704","1201 Se 43Rd St","Gainesville","FL","32641","9","12","No","1447","Alachua County","6","157","87","738","393","0","66","72","TRUE","Public File","3","04.20.2023","Eastside High School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1201 Se 43Rd St","Gainesville","FL","32641","28","Eastside High School","Item Created"
"001VA000004IZmKYAW","25","25","1.20003E+11","","Alachua County Public Schools District","Glen Springs Elementary School","1200030","(352)955-6708","2826 Nw 31St Ave","Gainesville","FL","32605","PK","5","No","492","Alachua County","2","10","43","123","274","1","39","36","TRUE","Public File","3","04.20.2023","Glen Springs Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2826 Nw 31St Ave","Gainesville","FL","32605","25","Glen Springs Elementary School","Item Created"
"001VA000004IZmLYAW","0","4145","1.2E+11","","Florida Virtual School","Florida Virtual School Flex 6-8","1200002","(800)374-1430","2145 METROCENTER BLVD STE 200","ORLANDO","FL","32835","6","8","No","100","Orange County","0","0","0","0","0","0","0","156","FALSE","Public File","3","04.20.2023","Florida Virtual School Flex 6-8 - Florida Virtual School (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2145 METROCENTER BLVD STE 200","ORLANDO","FL","32835","4145","Florida Virtual School Flex 6-8","Item Created"
"001VA000004IZmMYAW","111","62","1.20015E+11","","Brevard Public Schools","Brevard County Juvenile Detention Center","1200150","(321)690-3400","5225 Dewitt Ave","Cocoa","FL","32927","6","12","No","39","Brevard County","0","0","1","22","14","0","2","2","FALSE","Public File","3","04.20.2023","Brevard County Juvenile Detention Center - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5225 Dewitt Ave","Cocoa","FL","32927","62","Brevard County Juvenile Detention Center","Item Created"
"001VA000004IZmNYAW","2","7982","1.2E+11","","Florida Virtual School","Florida Virtual  9-12 School","1200002","(800)374-1430","2145 Metrocenter Blvd Ste 200","Orlando","FL","32835","9","12","No","2826","Orange County","11","67","642","220","1748","5","133","-1","TRUE","Public File","3","04.20.2023","Florida Virtual  9-12 School - Florida Virtual School (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2145 Metrocenter Blvd Ste 200","Orlando","FL","32835","7982","Florida Virtual  9-12 School","Item Created"
"001VA000004IZmOYAW","3","8677","1.2E+11","","Florida Virtual School","Flvs Full Time 6-8 School","1200002","(800)374-1430","2145 METRO CENTER BLVD STE 100","ORLANDO","FL","32835","6","8","No","1482","Orange County","3","31","399","109","854","2","","","FALSE","Public File","3","04.20.2023","Flvs Full Time 6-8 School - Florida Virtual School (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2145 METRO CENTER BLVD STE 100","ORLANDO","FL","32835","8677","Flvs Full Time 6-8 School","Item Created"
"001VA000004IZmPYAW","4","2","1.20003E+11","","Alachua County Public Schools District","Carolyn Beatrice Parker Elementary School","1200030","(352)955-6705","1912 Nw 5Th Ave","Gainesville","FL","32603","PK","5","No","637","Alachua County","0","76","127","168","233","2","31","46","TRUE","Public File","3","04.20.2023","Carolyn Beatrice Parker Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1912 Nw 5Th Ave","Gainesville","FL","32603","2","Carolyn Beatrice Parker Elementary School","Item Created"
"001VA000004IZmQYAW","5","3","1.20003E+11","","Alachua County Public Schools District","Stephen Foster Elementary School","1200030","(352)955-6706","3800 Nw 6Th St","Gainesville","FL","32609","PK","5","No","536","Alachua County","0","37","49","229","172","1","48","40","TRUE","Public File","3","04.20.2023","Stephen Foster Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3800 Nw 6Th St","Gainesville","FL","32609","3","Stephen Foster Elementary School","Item Created"
"001VA000004IZmRYAW","1","7976","1.2E+11","","Florida Virtual School","Flvs Full Time K-8 School","1200002","(800)374-1430","2145 Metrocenter Blvd","Orlando","FL","32835","K","5","No","5172","Orange County","24","131","1110","539","3066","16","286","134","TRUE","Public File","3","04.20.2023","Flvs Full Time K-8 School - Florida Virtual School (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2145 Metrocenter Blvd","Orlando","FL","32835","7976","Flvs Full Time K-8 School","Item Created"
"001VA000004IZmSYAW","1494","7753","1.20084E+11","","The School District Of Highlands County","Highlands Virtual Franchise","1200840","(863)471-5610","426 SCHOOL ST","SEBRING","FL","33870","6","12","No","24","Highlands County","0","0","3","6","15","0","0","-1","FALSE","Public File","3","04.20.2023","Highlands Virtual Franchise - The School District Of Highlands County (FL - Sebring) - 120084007753","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","426 SCHOOL ST","SEBRING","FL","33870","7753","Highlands Virtual Franchise","Item Created"
"001VA000004IZmTYAW","20","18","1.20003E+11","","Alachua County Public Schools District","A. L. Mebane Middle School","1200030","(386)462-1648","16401 Nw 140Th St","Alachua","FL","32615","6","8","No","383","Alachua County","2","3","34","123","193","1","27","21","TRUE","Public File","3","04.20.2023","A. L. Mebane Middle School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","16401 Nw 140Th St","Alachua","FL","32615","18","A. L. Mebane Middle School","Item Created"
"001VA000004IZmUYAW","104","70","1.20012E+11","","Bradford County School District","Bradford High School","1200120","(904)966-6075","582 N Temple Ave","Starke","FL","32091","9","12","No","802","Bradford County","2","5","19","174","583","2","17","36","TRUE","Public File","3","04.20.2023","Bradford High School - Bradford County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","582 N Temple Ave","Starke","FL","32091","70","Bradford High School","Item Created"
"001VA000004IZmVYAW","52","4047","1.20003E+11","","Alachua County Public Schools District","Siatech Gainesville","1200030","(352)333-7952","7022 Nw 10th Place","Gainesville","FL","32605","9","12","Yes","214","Alachua County","1","2","23","133","50","0","5","6","TRUE","Public File","3","04.20.2023","Siatech Gainesville - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","7022 Nw 10th Place","Gainesville","FL","32605","4047","Siatech Gainesville","Item Created"
"001VA000004IZmWYAW","27","27","1.20003E+11","","Alachua County Public Schools District","Professional Academy Magnet At Loften High School","1200030","(352)955-6839","3000 E University Ave","Gainesville","FL","32641","PK","12","No","251","Alachua County","0","4","25","98","117","0","7","18","TRUE","Public File","3","04.20.2023","Professional Academy Magnet At Loften High School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3000 E University Ave","Gainesville","FL","32641","27","Professional Academy Magnet At Loften High School","Item Created"
"001VA000004IZmXYAW","47","3532","1.20003E+11","","Alachua County Public Schools District","Einstein Montessori School","1200030","(352)335-4321","5910 Sw Archer Rd","Gainesville","FL","32608","2","8","Yes","109","Alachua County","0","3","6","29","61","0","10","12","TRUE","Public File","3","04.20.2023","Einstein Montessori School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5910 Sw Archer Rd","Gainesville","FL","32608","3532","Einstein Montessori School","Item Created"
"001VA000004IZmYYAW","46","3530","1.20003E+11","","Alachua County Public Schools District","Lawton M. Chiles Elementary School","1200030","(352)333-2825","2525 School House Rd","Gainesville","FL","32608","PK","5","No","722","Alachua County","5","42","52","200","357","0","66","50","TRUE","Public File","3","04.20.2023","Lawton M. Chiles Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2525 School House Rd","Gainesville","FL","32608","3530","Lawton M. Chiles Elementary School","Item Created"
"001VA000004IZmZYAW","45","3285","1.20003E+11","","Alachua County Public Schools District","Caring & Sharing Learning School","1200030","(352)372-1004","1951 Se 4Th St","Gainesville","FL","32641","PK","6","Yes","144","Alachua County","0","0","4","138","0","0","2","8","TRUE","Public File","3","04.20.2023","Caring & Sharing Learning School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1951 Se 4Th St","Gainesville","FL","32641","3285","Caring & Sharing Learning School","Item Created"
"001VA000004IZmaYAG","44","3283","1.20003E+11","","Alachua County Public Schools District","Pace","1200030","(352)374-8799","1010 Se 4Th Ave","Gainesville","FL","32601","6","12","No","44","Alachua County","0","0","2","37","3","0","2","-1","FALSE","Public File","3","04.20.2023","Pace - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1010 Se 4Th Ave","Gainesville","FL","32601","3283","Pace","Item Created"
"001VA000004IbtFYAS","43","3282","1.20003E+11","","Alachua County Public Schools District","Amikids","1200030","(352)336-4657","6815 Sw Archer Rd","Gainesville","FL","32608","6","12","No","39","Alachua County","0","0","1","31","5","0","2","-1","FALSE","Public File","3","04.20.2023","Amikids - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6815 Sw Archer Rd","Gainesville","FL","32608","3282","Amikids","Item Created"
"001VA000004IbtGYAS","42","3281","1.20003E+11","","Alachua County Public Schools District","Alachua Academy","1200030","(352)955-7895","3436 Ne 39Th Ave Ste 3","Gainesville","FL","32609","6","12","No","15","Alachua County","0","0","2","2","10","0","1","-1","FALSE","Public File","3","04.20.2023","Alachua Academy - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3436 Ne 39Th Ave Ste 3","Gainesville","FL","32609","3281","Alachua Academy","Item Created"
"001VA000004IbtHYAS","41","3145","1.20003E+11","","Alachua County Public Schools District","Micanopy Area Cooperative School","1200030","(352)466-0990","802 Nw Seminary Ave","Micanopy","FL","32667","PK","5","Yes","198","Alachua County","0","0","13","18","151","0","16","15","TRUE","Public File","3","04.20.2023","Micanopy Area Cooperative School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","802 Nw Seminary Ave","Micanopy","FL","32667","3145","Micanopy Area Cooperative School","Item Created"
"001VA000004IbtIYAS","40","3144","1.20003E+11","","Alachua County Public Schools District","The One Room School House Project","1200030","(352)376-4014","4180 Ne 15Th St","Gainesville","FL","32609","K","6","Yes","235","Alachua County","0","3","13","124","68","1","26","18","TRUE","Public File","3","04.20.2023","The One Room School House Project - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4180 Ne 15Th St","Gainesville","FL","32609","3144","The One Room School House Project","Item Created"
"001VA000004IbtJYAS","39","3141","1.20003E+11","","Alachua County Public Schools District","Hospital Homebound","1200030","(352)955-7671","1817 E University Ave","Gainesville","FL","32641","K","12","No","28","Alachua County","0","0","0","8","19","0","1","-1","FALSE","Public File","3","04.20.2023","Hospital Homebound - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1817 E University Ave","Gainesville","FL","32641","3141","Hospital Homebound","Item Created"
"001VA000004IbtKYAS","38","3022","1.20003E+11","","Alachua County Public Schools District","Kanapaha Middle School","1200030","(352)955-6960","5005 Sw 75Th St","Gainesville","FL","32608","6","8","No","960","Alachua County","2","55","114","279","446","4","60","54","TRUE","Public File","3","04.20.2023","Kanapaha Middle School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5005 Sw 75Th St","Gainesville","FL","32608","3022","Kanapaha Middle School","Item Created"
"001VA000004IbtLYAS","37","2975","1.20003E+11","","Alachua County Public Schools District","Fearnside Family Services Center","1200030","(352)955-6875","3600 Ne 15Th St","Gainesville","FL","32609","PK","PK","No","56","Alachua County","1","0","1","52","2","0","0","-1","FALSE","Public File","3","04.20.2023","Fearnside Family Services Center - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3600 Ne 15Th St","Gainesville","FL","32609","2975","Fearnside Family Services Center","Item Created"
"001VA000004IbtMYAS","36","2466","1.20003E+11","","Alachua County Public Schools District","William S. Talbot Elementary School","1200030","(352)955-6716","5701 Nw 43Rd St","Gainesville","FL","32653","PK","5","No","717","Alachua County","0","76","80","137","370","1","53","50","FALSE","Public File","3","04.20.2023","William S. Talbot Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5701 Nw 43Rd St","Gainesville","FL","32653","2466","William S. Talbot Elementary School","Item Created"
"001VA000004IbtNYAS","35","2465","1.20003E+11","","Alachua County Public Schools District","Kimball Wiles Elementary School","1200030","(352)955-6955","4601 Sw 75Th St","Gainesville","FL","32608","PK","5","No","805","Alachua County","0","99","97","168","385","0","56","55","TRUE","Public File","3","04.20.2023","Kimball Wiles Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4601 Sw 75Th St","Gainesville","FL","32608","2465","Kimball Wiles Elementary School","Item Created"
"001VA000004IbtOYAS","34","2107","1.20003E+11","","Alachua County Public Schools District","Alachua Regional Juvenile Detention Center","1200030","(352)955-7895","3440 Ne 39th Avenue","Gainesville","FL","32609","6","12","No","37","Alachua County","0","0","0","19","16","0","2","-1","FALSE","Public File","3","04.20.2023","Alachua Regional Juvenile Detention Center - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3440 Ne 39th Avenue","Gainesville","FL","32609","2107","Alachua Regional Juvenile Detention Center","Item Created"
"001VA000004IbtPYAS","33","619","1.20003E+11","","Alachua County Public Schools District","Oak View Middle School","1200030","(352)472-1102","1203 Sw 250Th St","Newberry","FL","32669","5","8","No","755","Alachua County","2","14","59","121","519","1","39","40","TRUE","Public File","3","04.20.2023","Oak View Middle School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1203 Sw 250Th St","Newberry","FL","32669","619","Oak View Middle School","Item Created"
"001VA000004IbtQYAS","32","34","1.20003E+11","","Alachua County Public Schools District","W. W. Irby Elementary School","1200030","(386)462-5002","13505 Nw 140Th St","Alachua","FL","32615","PK","2","No","452","Alachua County","1","5","47","156","211","1","31","32","TRUE","Public File","3","04.20.2023","W. W. Irby Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","13505 Nw 140Th St","Alachua","FL","32615","34","W. W. Irby Elementary School","Item Created"
"001VA000004IbtRYAS","31","33","1.20003E+11","","Alachua County Public Schools District","Newberry Elementary School","1200030","(352)472-1100","25705 Sw 15Th Ave","Newberry","FL","32669","PK","4","No","598","Alachua County","0","8","72","100","368","1","49","43","TRUE","Public File","3","04.20.2023","Newberry Elementary School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","25705 Sw 15Th Ave","Newberry","FL","32669","33","Newberry Elementary School","Item Created"
"001VA000004IbtSYAS","30","32","1.20003E+11","","Alachua County Public Schools District","Fort Clarke Middle School","1200030","(352)333-2800","9301 Nw 23Rd Ave","Gainesville","FL","32606","6","8","No","858","Alachua County","0","45","84","233","449","0","47","50","TRUE","Public File","3","04.20.2023","Fort Clarke Middle School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","9301 Nw 23Rd Ave","Gainesville","FL","32606","32","Fort Clarke Middle School","Item Created"
"001VA000004IbtTYAS","29","29","1.20003E+11","","Alachua County Public Schools District","F. W. Buchholz High School","1200030","(352)955-6702","5510 Nw 27Th Ave","Gainesville","FL","32606","9","12","No","2252","Alachua County","8","149","257","422","1301","1","114","89","FALSE","Public File","3","04.20.2023","F. W. Buchholz High School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5510 Nw 27Th Ave","Gainesville","FL","32606","29","F. W. Buchholz High School","Item Created"
"001VA000004IbtUYAS","22","20","1.20003E+11","","Alachua County Public Schools District","Santa Fe High School","1200030","(386)462-1125","16213 Nw Us Highway 441","Alachua","FL","32615","9","12","No","1154","Alachua County","1","10","88","224","788","1","42","48","TRUE","Public File","3","04.20.2023","Santa Fe High School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","16213 Nw Us Highway 441","Alachua","FL","32615","20","Santa Fe High School","Item Created"
"001VA000004IbtVYAS","227","158","1.20018E+11","","Broward County Public Schools","Croissant Park Elementary School","1200180","(754)323-5300","1800 Sw 4Th Ave","Fort Lauderdale","FL","33315","PK","5","No","812","Broward County","0","9","350","256","159","4","34","49","TRUE","Public File","3","04.20.2023","Croissant Park Elementary School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1800 Sw 4Th Ave","Fort Lauderdale","FL","33315","158","Croissant Park Elementary School","Item Created"
"001VA000004IbtWYAS","112","78","1.20015E+11","","Brevard Public Schools","Titusville High School","1200150","(321)264-3100","150 Terrier Trl S","Titusville","FL","32780","9","12","No","1391","Brevard County","5","37","123","237","900","1","88","76","TRUE","Public File","3","04.20.2023","Titusville High School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","150 Terrier Trl S","Titusville","FL","32780","78","Titusville High School","Item Created"
"001VA000004IbtXYAS","114","80","1.20015E+11","","Brevard Public Schools","James Madison Middle School","1200150","(321)264-3120","3375 Dairy Rd","Titusville","FL","32796","7","8","No","439","Brevard County","3","1","28","81","301","1","24","32","TRUE","Public File","3","04.20.2023","James Madison Middle School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3375 Dairy Rd","Titusville","FL","32796","80","James Madison Middle School","Item Created"
"001VA000004IbtYYAS","50","3981","1.20003E+11","","Alachua County Public Schools District","Healthy Learning Charter Academy","1200030","(352)372-2279","2101 Nw 39Th Ave","Gainesville","FL","32605","K","5","Yes","102","Alachua County","0","0","8","3","84","0","7","9","FALSE","Public File","3","04.20.2023","Healthy Learning Charter Academy - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2101 Nw 39Th Ave","Gainesville","FL","32605","3981","Healthy Learning Charter Academy","Item Created"
"001VA000004IbtZYAS","51","3989","1.20003E+11","","Alachua County Public Schools District","High Springs Community School","1200030","(386)454-1958","1015 N Main St","High Springs","FL","32643","PK","8","No","893","Alachua County","1","10","80","109","664","0","29","52","TRUE","Public File","3","04.20.2023","High Springs Community School - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1015 N Main St","High Springs","FL","32643","3989","High Springs Community School","Item Created"
"001VA000004IbtaYAC","53","7945","1.20003E+11","","Alachua County Public Schools District","Alachua Virtual Eschool","1200030","(352)955-7584","620 E University Ave","Gainesville","FL","32601","6","12","No","74","Alachua County","0","1","4","12","53","0","4","6","FALSE","Public File","3","04.20.2023","Alachua Virtual Eschool - Alachua County Public Schools District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","620 E University Ave","Gainesville","FL","32601","7945","Alachua Virtual Eschool","Item Created"
"001VA000004IbtbYAC","219","150","1.20018E+11","","Broward County Public Schools","Hallandale Elementary School","1200180","(754)323-5950","900 Sw 8Th St","Hallandale Beach","FL","33009","PK","8","No","1066","Broward County","0","18","483","432","112","0","21","63","TRUE","Public File","3","04.20.2023","Hallandale Elementary School - Broward County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","900 Sw 8Th St","Hallandale Beach","FL","33009","150","Hallandale Elementary School","Item Created"
"001VA000004IbtcYAC","105","71","1.20012E+11","","Bradford County School District","Starke Elementary School","1200120","(904)966-6045","1000 W Weldon St","Starke","FL","32091","PK","5","No","558","Bradford County","3","1","17","143","377","2","15","34","TRUE","Public File","3","04.20.2023","Starke Elementary School - Bradford County School District (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1000 W Weldon St","Starke","FL","32091","71","Starke Elementary School","Item Created"
"001VA000004IbtdYAC","196","4310","1.20015E+11","","Brevard Public Schools","Stevenson Elementary School","1200150","(321)454-3550","1450 Martin Blvd","Merritt Island","FL","32952","K","6","No","489","Brevard County","2","16","50","12","374","1","34","29","FALSE","Public File","3","04.20.2023","Stevenson Elementary School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1450 Martin Blvd","Merritt Island","FL","32952","4310","Stevenson Elementary School","Item Created"
"001VA000004IbteYAC","188","3541","1.20015E+11","","Brevard Public Schools","Sculptor Charter School","1200150","(321)264-4000","1301 Armstrong Dr","Titusville","FL","32780","K","8","Yes","545","Brevard County","1","10","45","9","441","0","39","37","TRUE","Public File","3","04.20.2023","Sculptor Charter School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1301 Armstrong Dr","Titusville","FL","32780","3541","Sculptor Charter School","Item Created"
"001VA000004IbtfYAC","187","3538","1.20015E+11","","Brevard Public Schools","Ralph M Williams Junior Elementary School","1200150","(321)617-7700","1700 Clubhouse Dr","Rockledge","FL","32955","PK","6","No","559","Brevard County","1","22","69","43","400","0","24","45","FALSE","Public File","3","04.20.2023","Ralph M Williams Junior Elementary School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1700 Clubhouse Dr","Rockledge","FL","32955","3538","Ralph M Williams Junior Elementary School","Item Created"
"001VA000004IbtgYAC","186","3297","1.20015E+11","","Brevard Public Schools","Palm Bay Academy Charter School","1200150","(321)984-2710","2112 Palm Bay Rd Ne","Palm Bay","FL","32905","K","8","Yes","623","Brevard County","1","19","106","286","153","0","58","46","TRUE","Public File","3","04.20.2023","Palm Bay Academy Charter School - Brevard Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2112 Palm Bay Rd Ne","Palm Bay","FL","32905","3297","Palm Bay Academy Charter School","Item Created"
