"ID","DISTRICT ID","FULL DISTRICT NAME","COUNTY NAME","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","PHONE","TOTAL NUMBER OF STUDENTS","TEACHERS - TOTAL","TOTAL CURRENT EXPENDITURES - INSTRUCTION","NUMBER OF SCHOOLS","INSTRUCTIONAL EXPENDITURES PER STUDENT","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","ENGLISH LANGUAGE LEARNER STUDENTS","SOURCE","SORT","DATA SOURCE IMPORT DATE","DATA_SOURCE__C","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","NCES_DISTRICT_ID__C","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","TEMPORARY DISTRICT NAME","STATUS"
"001VA000003o0gkYAA","1709420","Champaign Community Unit School District 4","Champaign County","703 S New St","Champaign","IL","61820","(217) 351-3800","10013","776","74631000","20","7453","PK","12","15","911","1171","3508","3617","5","786","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1709420","703 S New St","Champaign","IL","61820","Champaign Community Unit School District 4 (IL - Champaign County)","Item Created"
"001VA000003o0glYAA","2614070","Farmington Public School District","Oakland County","32500 Shiawassee Rd","Farmington","MI","48336","(248) 489-3339","9616","607","94179000","19","9793","PK","12","12","1333","329","2392","5129","7","414","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2614070","32500 Shiawassee Rd","Farmington","MI","48336","Farmington Public School District (MI - Oakland County)","Item Created"
"001VA000003o0gmYAA","3404590","Elizabeth Public Schools","Union County","500 North Broad Street","Elizabeth","NJ","7208","(908) 436-5061","28554","2158","291121000","35","10195","PK","12","3","458","20410","5364","2258","49","12","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3404590","500 North Broad Street","Elizabeth","NJ","7208","Elizabeth Public Schools (NJ - Union County)","Item Created"
"001VA000003o0gnYAA","601950","Alisal Union School District","Monterey County","1205 E. Market St.","Salinas","CA","93905","(831) 753-5700","9162","336","46218000","13","5044","K","8","3","109","8357","29","109","17","538","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","601950","1205 E. Market St.","Salinas","CA","93905","Alisal Union School District (CA - Monterey County)","Item Created"
"001VA000003o0goYAA","4808130","Amarillo Independent School District","Potter County","7200 I 40 W","Amarillo","TX","79106","(806) 326-1333","33068","2224","172951000","56","5230","PK","12","143","1861","15095","3531","11423","49","966","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4808130","7200 I 40 W","Amarillo","TX","79106","Amarillo Independent School District (TX - Potter County)","Item Created"
"001VA000003o0gpYAA","638640","Sweetwater Union High School District","San Diego County","1130 Fifth Ave.","Chula Vista","CA","91911","(619) 691-5555","40737","1567","217543000","31","5340","K","12","71","3960","30880","1057","2643","128","1998","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","638640","1130 Fifth Ave.","Chula Vista","CA","91911","Sweetwater Union High School District (CA - San Diego County)","Item Created"
"001VA000003o0gqYAA","607920","Centinela Valley Union High School District","Los Angeles County","14901 S. Inglewood Ave.","Lawndale","CA","90260","(310) 263-3200","7501","336","40583000","8","5410","9","12","18","236","5579","1156","214","67","231","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","607920","14901 S. Inglewood Ave.","Lawndale","CA","90260","Centinela Valley Union High School District (CA - Los Angeles County)","Item Created"
"001VA000003o0grYAA","1724600","Marion Community Unit School District 2","Williamson County","1700 W Cherry St","Marion","IL","62959","(618) 993-2321","4023","229","20441000","7","5081","PK","12","8","50","109","328","3109","1","418","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1724600","1700 W Cherry St","Marion","IL","62959","Marion Community Unit School District 2 (IL - Williamson County)","Item Created"
"001VA000003o0gsYAA","621000","Las Virgenes Unified School District","Los Angeles County","4111 Las Virgenes Rd.","Calabasas","CA","91302","(818) 880-4000","11323","420","61826000","16","5460","K","12","74","822","1284","248","8372","18","505","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","621000","4111 Las Virgenes Rd.","Calabasas","CA","91302","Las Virgenes Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0gtYAA","1739510","Troy Community Consolidated School District 30C","Will County","5800 Theodore Dr","Plainfield","IL","60586","(815) 577-6760","4296","320","26994000","7","6283","PK","8","2","96","1274","488","2250","0","186","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1739510","5800 Theodore Dr","Plainfield","IL","60586","Troy Community Consolidated School District 30C (IL - Will County)","Item Created"
"001VA000003o0guYAA","602850","Antioch Unified School District","Contra Costa County","510 G St.","Antioch","CA","94509","(925) 779-7500","17233","719","104553000","27","6067","K","12","106","1614","7729","4222","2447","218","897","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","602850","510 G St.","Antioch","CA","94509","Antioch Unified School District (CA - Contra Costa County)","Item Created"
"001VA000003o0gvYAA","4210860","Governor Mifflin School District","Berks County","10 South Waverly Street","Shillington","PA","19607","(610) 775-1461","4154","270","30715000","6","7394","K","12","4","63","885","240","2838","0","124","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4210860","10 South Waverly Street","Shillington","PA","19607","Governor Mifflin School District (PA - Berks County)","Item Created"
"001VA000003o0gwYAA","1708550","Community Unit School District 300","Mchenry County","2550 Harnish Dr","Algonquin","IL","60102","(847) 551-8308","20973","1431","129113000","27","6156","PK","12","42","1212","7934","1066","10005","26","688","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1708550","2550 Harnish Dr","Algonquin","IL","60102","Community Unit School District 300 (IL - Mchenry County)","Item Created"
"001VA000003o0gxYAA","629490","Pajaro Valley Unified School District","Santa Cruz County","294 Green Valley Rd.","Watsonville","CA","95076","(831) 786-2100","20279","838","129038000","33","6363","K","12","29","331","16543","88","3184","18","86","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","629490","294 Green Valley Rd.","Watsonville","CA","95076","Pajaro Valley Unified School District (CA - Santa Cruz County)","Item Created"
"001VA000003o0gyYAA","611110","Desert Sands Unified School District","Riverside County","47-950 Dune Palms Rd.","La Quinta","CA","92253","(760) 777-4200","28708","1101","157829000","34","5497","K","12","80","806","21058","466","5440","32","826","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","611110","47-950 Dune Palms Rd.","La Quinta","CA","92253","Desert Sands Unified School District (CA - Riverside County)","Item Created"
"001VA000003o0gzYAA","1730840","Park Ridge Community Consolidated School District 64","Cook County","164 S Prospect Ave","Park Ridge","IL","60068","(847) 318-4300","4680","399","48062000","9","10269","PK","8","8","249","361","34","3941","13","74","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1730840","164 S Prospect Ave","Park Ridge","IL","60068","Park Ridge Community Consolidated School District 64 (IL - Cook County)","Item Created"
"001VA000003o0h0YAA","3410810","Morris School District","Morris County","31 Hazel Street","Morristown","NJ","7960","(973) 292-2300","5200","462","52964000","10","10185","PK","12","3","221","1839","477","2600","6","54","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3410810","31 Hazel Street","Morristown","NJ","7960","Morris School District (NJ - Morris County)","Item Created"
"001VA000003o0h1YAA","1709930","City Of Chicago School District 299","Cook County","42 W Madison St 2Nd Flr","Chicago","IL","60602","(773) 553-1000","373700","22797","2147483647","595","5746","PK","12","1133","15384","174964","138003","38401","643","5172","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1709930","42 W Madison St 2Nd Flr","Chicago","IL","60602","City Of Chicago School District 299 (IL - Cook County)","Item Created"
"001VA000003o0h2YAA","630210","Perris Union High School District","Riverside County","155 E. Fourth St.","Perris","CA","92570","(951) 943-6369","10844","455","56295000","7","5191","5","12","29","375","7708","633","1650","52","397","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","630210","155 E. Fourth St.","Perris","CA","92570","Perris Union High School District (CA - Riverside County)","Item Created"
"001VA000003o0h3YAA","4218270","Owen J. Roberts School District","Chester County","901 Ridge Rd","Pottstown","PA","19465","(610) 469-5100","5437","404","40910000","7","7524","K","12","7","211","260","214","4522","4","219","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4218270","901 Ridge Rd","Pottstown","PA","19465","Owen J. Roberts School District (PA - Chester County)","Item Created"
"001VA000003o0h4YAA","622500","Long Beach Unified School District","Los Angeles County","1515 Hughes Way","Long Beach","CA","90810","(562) 997-8605","74681","2738","461407000","89","6178","K","12","147","7882","42432","9537","9754","1051","3878","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","622500","1515 Hughes Way","Long Beach","CA","90810","Long Beach Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0h5YAA","4816620","Del Valle Independent School District","Travis County","5301 Ross Rd","Del Valle","TX","78617","(512) 386-3010","11216","769","62872000","14","5605","PK","12","21","67","9366","1000","621","6","135","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4816620","5301 Ross Rd","Del Valle","TX","78617","Del Valle Independent School District (TX - Travis County)","Item Created"
"001VA000003o0h6YAA","1810290","South Bend Community School Corporation","St. Joseph County","215 S St Joseph St","South Bend","IN","46601","(574) 393-6000","17697","1307","120155000","37","6789","PK","12","56","200","3969","6444","5289","16","1723","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1810290","215 S St Joseph St","South Bend","IN","46601","South Bend Community School Corporation (IN - St. Joseph County)","Item Created"
"001VA000003o0h7YAA","633750","Rowland Unified School District","Los Angeles County","1830 S. Nogales St.","Rowland Heights","CA","91748","(626) 965-2541","14132","555","82881000","24","5864","K","12","18","3960","8893","321","559","44","337","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","633750","1830 S. Nogales St.","Rowland Heights","CA","91748","Rowland Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0h8YAA","616050","Greenfield Union School District","Kern County","1624 Fairview Rd.","Bakersfield","CA","93307","(661) 837-6000","9327","422","45909000","12","4922","K","8","23","196","7766","643","574","2","123","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","616050","1624 Fairview Rd.","Bakersfield","CA","93307","Greenfield Union School District (CA - Kern County)","Item Created"
"001VA000003o0h9YAA","2636660","Zeeland Public Schools","Ottawa County","183 West Roosevelt Ave","Zeeland","MI","49464","(616) 748-3000","6107","369","34561000","14","5659","PK","12","8","249","853","81","4690","8","218","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2636660","183 West Roosevelt Ave","Zeeland","MI","49464","Zeeland Public Schools (MI - Ottawa County)","Item Created"
"001VA000003o0hAYAQ","614760","Fullerton Joint Union High School District","Orange County","1051 W. Bastanchury Rd.","Fullerton","CA","92833","(714) 870-2800","13901","545","78902000","8","5675","9","12","28","3114","7796","279","2276","52","356","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","614760","1051 W. Bastanchury Rd.","Fullerton","CA","92833","Fullerton Joint Union High School District (CA - Orange County)","Item Created"
"001VA000003o0hBYAQ","2630030","Rockford Public Schools","Kent County","350 North Main St","Rockford","MI","49341","(616) 863-6557","7973","482","46224000","14","5797","PK","12","4","122","393","63","7015","5","371","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2630030","350 North Main St","Rockford","MI","49341","Rockford Public Schools (MI - Kent County)","Item Created"
"001VA000003o0hCYAQ","609620","Compton Unified School District","Los Angeles County","501 S. Santa Fe Ave.","Compton","CA","90221","(310) 639-4321","23017","770","146481000","41","6364","K","12","44","27","18139","4159","120","119","409","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","609620","501 S. Santa Fe Ave.","Compton","CA","90221","Compton Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0hDYAQ","642150","Westminster School District","Orange County","14121 Cedarwood Ave.","Westminster","CA","92683","(714) 894-7311","9264","380","55228000","17","5961","K","8","23","3594","4067","72","1204","50","254","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","642150","14121 Cedarwood Ave.","Westminster","CA","92683","Westminster School District (CA - Orange County)","Item Created"
"001VA000003o0hEYAQ","607440","Capistrano Unified School District","Orange County","33122 Valle Rd.","San Juan Capistrano","CA","92675","(949) 234-9200","53622","1915","254468000","63","4745","K","12","106","4064","14256","704","29918","78","4496","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","607440","33122 Valle Rd.","San Juan Capistrano","CA","92675","Capistrano Unified School District (CA - Orange County)","Item Created"
"001VA000003o0hFYAQ","2634470","Utica Community Schools","Macomb County","11303 Greendale Dr","Sterling Heights","MI","48312","(586) 797-1000","27342","1408","186807000","39","6832","PK","12","25","1102","854","1266","23430","64","601","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2634470","11303 Greendale Dr","Sterling Heights","MI","48312","Utica Community Schools (MI - Macomb County)","Item Created"
"001VA000003o0hGYAQ","4800010","Hays Consolidated Independent School District","Hays County","21003 Interstate 35","Kyle","TX","78640","(512) 268-2141","19862","1446","79051000","24","3980","PK","12","36","190","12743","548","5860","13","472","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4800010","21003 Interstate 35","Kyle","TX","78640","Hays Consolidated Independent School District (TX - Hays County)","Item Created"
"001VA000003o0hHYAQ","633600","Roseville City Elementary School District","Placer County","1050 Main St.","Roseville","CA","95678","(916) 771-1600","10850","544","49814000","18","4591","K","8","55","1289","2520","213","5612","42","1119","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","633600","1050 Main St.","Roseville","CA","95678","Roseville City Elementary School District (CA - Placer County)","Item Created"
"001VA000003o0hIYAQ","631710","Ramona City Unified School District","San Diego County","720 Ninth St.","Ramona","CA","92065","(760) 787-2007","5529","222","27960000","11","5056","K","12","34","48","2075","37","3066","8","261","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","631710","720 Ninth St.","Ramona","CA","92065","Ramona City Unified School District (CA - San Diego County)","Item Created"
"001VA000003o0hJYAQ","4219170","Pittsburgh Public Schools","Allegheny County","341 S Bellefield Ave","Pittsburgh","PA","15213","(412) 622-3500","22370","1878","212609000","58","9504","PK","12","33","785","777","11658","7313","29","1775","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4219170","341 S Bellefield Ave","Pittsburgh","PA","15213","Pittsburgh Public Schools (PA - Allegheny County)","Item Created"
"001VA000003o0hKYAQ","629940","Pasadena Unified School District","Los Angeles County","351 S. Hudson Ave.","Pasadena","CA","91101","(626) 396-3619","18164","672","110417000","33","6078","K","12","54","1252","10589","2272","3279","44","674","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","629940","351 S. Hudson Ave.","Pasadena","CA","91101","Pasadena Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0hLYAQ","1743960","Yorkville Community Unit School District 115","Kendall County","602 Center Pkwy Ste A","Yorkville","IL","60560","(630) 553-4382","6142","414","32381000","9","5272","PK","12","6","102","1019","389","4263","5","358","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1743960","602 Center Pkwy Ste A","Yorkville","IL","60560","Yorkville Community Unit School District 115 (IL - Kendall County)","Item Created"
"001VA000003o0hMYAQ","4209300","Erie School District","Erie County","148 W 21St St","Erie","PA","16502","(814) 874-6000","11020","816","87898000","18","7976","PK","12","23","554","1498","3934","4549","10","452","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4209300","148 W 21St St","Erie","PA","16502","Erie School District (PA - Erie County)","Item Created"
"001VA000003o0hNYAQ","4817700","Eagle Mt-Saginaw Independent School District","Tarrant County","1200 Old Decatur Rd","Fort Worth","TX","76179","(817) 232-0880","19317","1427","87658000","27","4537","PK","12","99","840","7241","2145","8164","60","768","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4817700","1200 Old Decatur Rd","Fort Worth","TX","76179","Eagle Mt-Saginaw Independent School District (TX - Tarrant County)","Item Created"
"001VA000003o0hOYAQ","1741690","Indian Prairie Community Unit School District 204","Dupage County","780 Shoreline Dr","Aurora","IL","60504","(630) 375-3000","27851","1836","232127000","34","8334","PK","12","63","8447","3283","2516","12299","25","1218","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1741690","780 Shoreline Dr","Aurora","IL","60504","Indian Prairie Community Unit School District 204 (IL - Dupage County)","Item Created"
"001VA000003o0hPYAQ","4829010","Marble Falls Independent School District","Burnet County","1800 Colt Cir","Marble Falls","TX","78654","(830) 693-4357","4232","307","21680000","7","5122","PK","12","11","41","1994","84","2009","16","77","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4829010","1800 Colt Cir","Marble Falls","TX","78654","Marble Falls Independent School District (TX - Burnet County)","Item Created"
"001VA000003o0hQYAQ","640980","Ventura Unified School District","Ventura County","255 W. Stanley Ave., Ste. 100","Ventura","CA","93001","(805) 641-5000","16813","647","87506000","27","5204","K","12","54","570","8809","191","6507","37","645","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","640980","255 W. Stanley Ave., Ste. 100","Ventura","CA","93001","Ventura Unified School District (CA - Ventura County)","Item Created"
"001VA000003o0hRYAQ","4840710","Socorro Independent School District","El Paso County","12440 Rojas Dr","El Paso","TX","79928","(915) 937-0000","46543","2912","203441000","50","4371","PK","12","76","259","43005","1051","1720","83","349","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4840710","12440 Rojas Dr","El Paso","TX","79928","Socorro Independent School District (TX - El Paso County)","Item Created"
"001VA000003o0hSYAQ","3416800","Vineland Public Schools","Cumberland County","61 W. Landis Avenue","Vineland","NJ","8360","(856) 794-6700","10720","810","106166000","17","9903","PK","12","30","225","6268","1622","2369","6","200","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3416800","61 W. Landis Avenue","Vineland","NJ","8360","Vineland Public Schools (NJ - Cumberland County)","Item Created"
"001VA000003o0hTYAQ","616920","Hemet Unified School District","Riverside County","1791 W. Acacia Ave.","Hemet","CA","92545","(951) 765-5100","21797","942","135335000","28","6208","K","12","185","413","12789","1844","5640","66","860","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","616920","1791 W. Acacia Ave.","Hemet","CA","92545","Hemet Unified School District (CA - Riverside County)","Item Created"
"001VA000003o0hUYAQ","611520","Duarte Unified School District","Los Angeles County","1620 Hntngtn Dr.","Duarte","CA","91010","(626) 599-5000","4318","147","23829000","9","5518","K","12","29","395","2859","161","447","5","422","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","611520","1620 Hntngtn Dr.","Duarte","CA","91010","Duarte Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0hVYAQ","5308670","Sunnyside School District","Yakima County","1110 S 6Th St","Sunnyside","WA","98944","(509) 837-5851","6866","326","33940000","9","4943","K","12","0","0","6351","8","444","0","63","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5308670","1110 S 6Th St","Sunnyside","WA","98944","Sunnyside School District (WA - Yakima County)","Item Created"
"001VA000003o0hWYAQ","4819380","Flour Bluff Independent School District","Nueces County","2505 Waldron Rd","Corpus Christi","TX","78418","(361) 694-9205","5673","358","28290000","7","4986","PK","12","7","93","2487","178","2573","9","326","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4819380","2505 Waldron Rd","Corpus Christi","TX","78418","Flour Bluff Independent School District (TX - Nueces County)","Item Created"
"001VA000003o0hXYAQ","4225110","Waynesboro Area School District","Franklin County","210 Clayton Ave","Waynesboro","PA","17268","(717) 762-1191","4353","254","28308000","6","6503","K","12","17","24","233","158","3740","2","179","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4225110","210 Clayton Ave","Waynesboro","PA","17268","Waynesboro Area School District (PA - Franklin County)","Item Created"
"001VA000003o0hYYAQ","4841100","Spring Branch Independent School District","Harris County","955 Campbell Rd","Houston","TX","77024","(713) 464-1511","35022","2196","179856000","51","5135","PK","12","95","2288","20729","1782","9403","15","710","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4841100","955 Campbell Rd","Houston","TX","77024","Spring Branch Independent School District (TX - Harris County)","Item Created"
"001VA000003o0hZYAQ","4215030","Mechanicsburg Area School District","Cumberland County","100 E Elmwood Ave 2Nd Floor","Mechanicsburg","PA","17055","(717) 691-4500","4122","308","29034000","8","7043","K","12","5","134","253","390","3168","2","170","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4215030","100 E Elmwood Ave 2Nd Floor","Mechanicsburg","PA","17055","Mechanicsburg Area School District (PA - Cumberland County)","Item Created"
"001VA000003o0haYAA","605610","Bonita Unified School District","Los Angeles County","115 W. Allen Ave.","San Dimas","CA","91773","(909) 971-8200","10088","418","52305000","15","5184","K","12","15","831","5256","316","2812","21","837","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","605610","115 W. Allen Ave.","San Dimas","CA","91773","Bonita Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0hbYAA","805310","Littleton Public Schools","Arapahoe County","5776 South Crocker Street","Littleton","CO","80120","(303) 347-3300","15643","798","87931000","23","5621","PK","12","53","476","2739","203","11487","23","662","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","805310","5776 South Crocker Street","Littleton","CO","80120","Littleton Public Schools (CO - Arapahoe County)","Item Created"
"001VA000003o0hcYAA","607900","Center Joint Unified School District","Sacramento County","8408 Watt Ave.","Antelope","CA","95843","(916) 338-6330","4332","190","24142000","9","5572","K","12","28","406","1144","484","1921","49","300","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","607900","8408 Watt Ave.","Antelope","CA","95843","Center Joint Unified School District (CA - Sacramento County)","Item Created"
"001VA000003o0hdYAA","1734990","Round Lake Community Unit School District 116","Lake County","316 S Rosedale Ct","Round Lake","IL","60073","(847) 270-9003","7078","527","49456000","11","6987","PK","12","32","77","5380","461","952","3","173","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1734990","316 S Rosedale Ct","Round Lake","IL","60073","Round Lake Community Unit School District 116 (IL - Lake County)","Item Created"
"001VA000003o0heYAA","600032","Redondo Beach Unified School District","Los Angeles County","1401 Inglewood Ave.","Redondo Beach","CA","90278","(310) 379-5449","9937","377","48343000","13","4864","K","12","25","1128","2319","376","4558","38","1493","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","600032","1401 Inglewood Ave.","Redondo Beach","CA","90278","Redondo Beach Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003o0hfYAA","3406270","Hackensack Public Schools","Bergen County","191 Second Street","Hackensack","NJ","7601","(201) 646-8000","5802","415","60524000","6","10431","PK","12","16","354","3458","1313","604","19","38","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3406270","191 Second Street","Hackensack","NJ","7601","Hackensack Public Schools (NJ - Bergen County)","Item Created"
"001VA000003o0hgYAA","627720","Novato Unified School District","Marin County","1015 Seventh St.","Novato","CA","94945","(415) 897-4211","7863","342","43408000","17","5520","K","12","52","495","2852","188","3789","17","470","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","627720","1015 Seventh St.","Novato","CA","94945","Novato Unified School District (CA - Marin County)","Item Created"
"001VA000003o0hhYAA","4825170","Katy Independent School District","Fort Bend County","6301 S Stadium Ln","Katy","TX","77494","(281) 396-6000","77522","6080","358155000","69","4620","PK","12","253","11752","26969","8365","27700","103","2380","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4825170","6301 S Stadium Ln","Katy","TX","77494","Katy Independent School District (TX - Fort Bend County)","Item Created"
"001VA000003o0hiYAA","1725290","Mchenry Community Consolidated School District 15","Mchenry County","1011 N Green St","Mchenry","IL","60050","(815) 385-7210","4464","321","34487000","8","7725","PK","8","8","59","1004","57","3237","2","97","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1725290","1011 N Green St","Mchenry","IL","60050","Mchenry Community Consolidated School District 15 (IL - Mchenry County)","Item Created"
"001VA000003o0hjYAA","3406540","Hamilton Township School District","Mercer County","90 Park Avenue","Hamilton","NJ","8690","(609) 631-4100","11695","969","113763000","23","9727","PK","12","6","435","3279","2116","5478","15","366","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3406540","90 Park Avenue","Hamilton","NJ","8690","Hamilton Township School District (NJ - Mercer County)","Item Created"
"001VA000003o0hkYAA","3407830","Jersey City Public Schools","Hudson County","346 Claremont Avenue","Jersey City","NJ","7305","(201) 915-6201","29634","2110","373362000","38","12599","PK","12","58","5498","11391","8053","4039","205","390","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3407830","346 Claremont Avenue","Jersey City","NJ","7305","Jersey City Public Schools (NJ - Hudson County)","Item Created"
"001VA000003o0hlYAA","623430","Magnolia Elementary School District","Orange County","2705 W. Orange Ave.","Anaheim","CA","92804","(714) 761-5533","6080","235","34888000","9","5738","K","6","38","817","4349","169","580","62","65","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","623430","2705 W. Orange Ave.","Anaheim","CA","92804","Magnolia Elementary School District (CA - Orange County)","Item Created"
